sample_id,file,target_kind,source_index,num_angles,true_range,true_velocity,true_angle_deg,true_d_idx,true_r_idx,valid
40,./learn_dataset_ped_single\sample_00040.npz,ped,41,1,296.83801980204623,5.87997454357081,2.925687834864417,1,158,1
41,./learn_dataset_ped_single\sample_00041.npz,ped,42,1,296.74002089371095,5.879894443442695,2.9278945350286927,1,158,1
42,./learn_dataset_ped_single\sample_00042.npz,ped,43,1,296.64202332103923,5.87981426391617,2.9301027340816237,1,158,1
43,./learn_dataset_ped_single\sample_00043.npz,ped,44,1,296.5440270853554,5.879734004887352,2.9323124335443254,1,157,1
44,./learn_dataset_ped_single\sample_00044.npz,ped,45,1,296.4460321879853,5.879653666252182,2.934523634939972,1,157,1
45,./learn_dataset_ped_single\sample_00045.npz,ped,46,1,296.3480386302565,5.879573247906438,2.9367363397937836,1,157,1
46,./learn_dataset_ped_single\sample_00046.npz,ped,47,1,296.25004641349847,5.879492749745729,2.9389505496330406,1,157,1
47,./learn_dataset_ped_single\sample_00047.npz,ped,48,1,296.1520555390423,5.879412171665491,2.9411662659870843,1,156,1
48,./learn_dataset_ped_single\sample_00048.npz,ped,49,1,296.0540660082209,5.879331513560995,2.9433834903873164,1,156,1
49,./learn_dataset_ped_single\sample_00049.npz,ped,50,1,295.9560778223688,5.879250775327339,2.9456022243672124,1,156,1
50,./learn_dataset_ped_single\sample_00050.npz,ped,51,1,295.8580909828223,5.879169956859454,2.9478224694623103,1,156,1
51,./learn_dataset_ped_single\sample_00051.npz,ped,52,1,295.7601054909198,5.879089058052096,2.9500442272102276,1,155,1
52,./learn_dataset_ped_single\sample_00052.npz,ped,53,1,295.6621213480009,5.8790080787998535,2.9522674991506577,1,155,1
53,./learn_dataset_ped_single\sample_00053.npz,ped,54,1,295.56413855540734,5.878927018997145,2.954492286825375,1,155,1
54,./learn_dataset_ped_single\sample_00054.npz,ped,55,1,295.4661571144824,5.878845878538216,2.9567185917782424,1,155,1
55,./learn_dataset_ped_single\sample_00055.npz,ped,56,1,295.36817702657135,5.87876465731714,2.958946415555204,1,154,1
56,./learn_dataset_ped_single\sample_00056.npz,ped,57,1,295.2701982930211,5.878683355227817,2.9611757597043007,1,154,1
57,./learn_dataset_ped_single\sample_00057.npz,ped,58,1,295.1722209151803,5.878601972163977,2.963406625775668,1,154,1
58,./learn_dataset_ped_single\sample_00058.npz,ped,59,1,295.07424489439944,5.878520508019177,2.9656390153215373,1,153,1
59,./learn_dataset_ped_single\sample_00059.npz,ped,60,1,294.9762702320307,5.878438962686801,2.967872929896247,1,153,1
60,./learn_dataset_ped_single\sample_00060.npz,ped,61,1,294.87829692942813,5.878357336060057,2.970108371056238,1,153,1
61,./learn_dataset_ped_single\sample_00061.npz,ped,62,1,294.7803249879476,5.878275628031984,2.972345340360059,1,153,1
62,./learn_dataset_ped_single\sample_00062.npz,ped,63,1,294.68235440894654,5.878193838495442,2.9745838393683766,1,152,1
63,./learn_dataset_ped_single\sample_00063.npz,ped,64,1,294.5843851937845,5.87811196734312,2.9768238696439693,1,152,1
64,./learn_dataset_ped_single\sample_00064.npz,ped,65,1,294.4864173438225,5.87803001446753,2.9790654327517405,1,152,1
65,./learn_dataset_ped_single\sample_00065.npz,ped,66,1,294.3884508604235,5.87794797976101,2.9813085302587106,1,152,1
66,./learn_dataset_ped_single\sample_00066.npz,ped,67,1,294.2904857449523,5.8778658631157255,2.983553163734033,1,151,1
67,./learn_dataset_ped_single\sample_00067.npz,ped,68,1,294.1925219987755,5.8777836644236565,2.9857993347489913,1,151,1
68,./learn_dataset_ped_single\sample_00068.npz,ped,69,1,294.0945596232613,5.877701383576621,2.9880470448769985,1,151,1
69,./learn_dataset_ped_single\sample_00069.npz,ped,70,1,293.99659861977995,5.877619020466249,2.990296295693612,1,151,1
70,./learn_dataset_ped_single\sample_00070.npz,ped,71,1,293.8986389897034,5.877536574983998,2.9925470887765298,1,150,1
71,./learn_dataset_ped_single\sample_00071.npz,ped,72,1,293.8006807344054,5.877454047021152,2.9947994257055885,1,150,1
72,./learn_dataset_ped_single\sample_00072.npz,ped,73,1,293.7027238552615,5.877371436468807,2.9970533080627835,1,150,1
73,./learn_dataset_ped_single\sample_00073.npz,ped,74,1,293.6047683536492,5.877288743217895,2.999308737432256,1,150,1
74,./learn_dataset_ped_single\sample_00074.npz,ped,75,1,293.5068142309476,5.877205967159159,3.0015657154003046,1,149,1
75,./learn_dataset_ped_single\sample_00075.npz,ped,76,1,293.4088614885378,5.877123108183167,3.003824243555392,1,149,1
76,./learn_dataset_ped_single\sample_00076.npz,ped,77,1,293.3109101278028,5.87704016618031,3.0060843234881354,1,149,1
77,./learn_dataset_ped_single\sample_00077.npz,ped,78,1,293.21296015012706,5.876957141040797,3.00834595679133,1,149,1
78,./learn_dataset_ped_single\sample_00078.npz,ped,79,1,293.1150115568973,5.876874032654659,3.0106091450599335,1,148,1
79,./learn_dataset_ped_single\sample_00079.npz,ped,80,1,293.01706434950165,5.87679084091175,3.0128738898910834,1,148,1
80,./learn_dataset_ped_single\sample_00080.npz,ped,81,1,292.91911852933055,5.876707565701734,3.015140192884091,1,148,1
81,./learn_dataset_ped_single\sample_00081.npz,ped,82,1,292.82117409777595,5.876624206914107,3.0174080556404532,1,148,1
82,./learn_dataset_ped_single\sample_00082.npz,ped,83,2,292.72323105623167,5.8765407644381735,3.0196774797638515,1,147,1
83,./learn_dataset_ped_single\sample_00083.npz,ped,84,1,292.62528940609354,5.8764572381630655,3.0219484668601555,1,147,1
84,./learn_dataset_ped_single\sample_00084.npz,ped,85,1,292.5273491487591,5.876373627977725,3.0242210185374296,1,147,1
85,./learn_dataset_ped_single\sample_00085.npz,ped,86,1,292.42941028562774,5.876289933770917,3.026495136405934,1,147,1
86,./learn_dataset_ped_single\sample_00086.npz,ped,87,1,292.3314728181008,5.876206155431227,3.0287708220781284,1,146,1
87,./learn_dataset_ped_single\sample_00087.npz,ped,88,1,292.23353674758135,5.8761222928470485,3.031048077168681,1,146,1
88,./learn_dataset_ped_single\sample_00088.npz,ped,89,1,292.13560207547454,5.8760383459066,3.0333269032944603,1,146,1
89,./learn_dataset_ped_single\sample_00089.npz,ped,90,1,292.0376688031871,5.875954314497913,3.0356073020745575,1,146,1
90,./learn_dataset_ped_single\sample_00090.npz,ped,91,1,291.9397369321278,5.875870198508839,3.037889275130268,1,145,1
91,./learn_dataset_ped_single\sample_00091.npz,ped,92,1,291.8418064637073,5.875785997827039,3.040172824085113,1,145,1
92,./learn_dataset_ped_single\sample_00092.npz,ped,93,1,291.74387739933803,5.875701712339994,3.0424579505648386,1,145,1
93,./learn_dataset_ped_single\sample_00093.npz,ped,94,1,291.64594974043445,5.875617341935,3.044744656197409,1,144,1
94,./learn_dataset_ped_single\sample_00094.npz,ped,95,1,291.54802348841264,5.875532886499167,3.047032942613031,1,144,1
95,./learn_dataset_ped_single\sample_00095.npz,ped,96,1,291.4500986446908,5.875448345919418,3.0493228114441355,1,144,1
96,./learn_dataset_ped_single\sample_00096.npz,ped,97,1,291.352175210689,5.875363720082494,3.0516142643253974,1,144,1
97,./learn_dataset_ped_single\sample_00097.npz,ped,98,1,291.25425318782897,5.875279008874944,3.0539073028937334,1,143,1
98,./learn_dataset_ped_single\sample_00098.npz,ped,99,1,291.1563325775347,5.8751942121831355,3.056201928788301,1,143,1
99,./learn_dataset_ped_single\sample_00099.npz,ped,100,1,291.0584133812318,5.875109329893246,3.058498143650517,1,143,1
100,./learn_dataset_ped_single\sample_00100.npz,ped,101,1,290.96049560034777,5.875024361891267,3.060795949124043,1,143,1
101,./learn_dataset_ped_single\sample_00101.npz,ped,102,1,290.86257923631223,5.874939308063002,3.0630953468548014,1,142,1
102,./learn_dataset_ped_single\sample_00102.npz,ped,103,1,290.7646642905565,5.874854168294064,3.065396338490978,1,142,1
103,./learn_dataset_ped_single\sample_00103.npz,ped,104,1,290.66675076451384,5.874768942469884,3.0676989256830187,1,142,1
104,./learn_dataset_ped_single\sample_00104.npz,ped,105,1,290.56883865961953,5.874683630475695,3.070003110083645,1,142,1
105,./learn_dataset_ped_single\sample_00105.npz,ped,106,1,290.4709279773106,5.874598232196548,3.072308893347847,1,141,1
106,./learn_dataset_ped_single\sample_00106.npz,ped,107,1,290.37301871902633,5.874512747517302,3.074616277132891,1,141,1
107,./learn_dataset_ped_single\sample_00107.npz,ped,108,1,290.2751108862074,5.874427176322623,3.076925263098327,1,141,1
108,./learn_dataset_ped_single\sample_00108.npz,ped,109,1,290.17720448029684,5.874341518496996,3.0792358529059873,1,141,1
109,./learn_dataset_ped_single\sample_00109.npz,ped,110,1,290.07929950273945,5.874255773924702,3.081548048219996,1,140,1
110,./learn_dataset_ped_single\sample_00110.npz,ped,111,1,289.9813959549819,5.874169942489841,3.083861850706767,1,140,1
111,./learn_dataset_ped_single\sample_00111.npz,ped,112,1,289.883493838473,5.874084024076319,3.0861772620350085,1,140,1
112,./learn_dataset_ped_single\sample_00112.npz,ped,113,1,289.7855931546632,5.873998018567846,3.0884942838757357,1,140,1
113,./learn_dataset_ped_single\sample_00113.npz,ped,114,1,289.68769390500523,5.873911925847948,3.0908129179022605,1,139,1
114,./learn_dataset_ped_single\sample_00114.npz,ped,115,1,289.5897960909534,5.87382574579995,3.09313316579021,1,139,1
115,./learn_dataset_ped_single\sample_00115.npz,ped,116,1,289.49189971396436,5.873739478306988,3.095455029217519,1,139,1
116,./learn_dataset_ped_single\sample_00116.npz,ped,117,1,289.39400477549634,5.873653123252007,3.0977785098644386,1,139,1
117,./learn_dataset_ped_single\sample_00117.npz,ped,118,1,289.29611127700974,5.87356668051775,3.100103609413544,1,138,1
118,./learn_dataset_ped_single\sample_00118.npz,ped,119,1,289.19821921996686,5.873480149986778,3.102430329549728,1,138,1
119,./learn_dataset_ped_single\sample_00119.npz,ped,120,1,289.1003286058319,5.873393531541447,3.10475867196022,1,138,1
120,./learn_dataset_ped_single\sample_00120.npz,ped,121,1,289.0024394360712,5.873306825063922,3.1070886383345755,1,138,1
121,./learn_dataset_ped_single\sample_00121.npz,ped,122,1,288.90455171215285,5.873220030436176,3.1094202303646843,1,137,1
122,./learn_dataset_ped_single\sample_00122.npz,ped,123,1,288.806665435547,5.873133147539979,3.111753449744785,1,137,1
123,./learn_dataset_ped_single\sample_00123.npz,ped,124,1,288.7087806077259,5.873046176256912,3.1140882981714526,1,137,1
124,./learn_dataset_ped_single\sample_00124.npz,ped,125,1,288.6108972301635,5.872959116468354,3.116424777343614,1,137,1
125,./learn_dataset_ped_single\sample_00125.npz,ped,126,1,288.5130153043359,5.8728719680554935,3.1187628889625474,1,136,1
126,./learn_dataset_ped_single\sample_00126.npz,ped,127,1,288.41513483172133,5.872784730899315,3.1211026347318853,1,136,1
127,./learn_dataset_ped_single\sample_00127.npz,ped,128,1,288.31725581379965,5.872697404880609,3.1234440163576256,1,136,1
128,./learn_dataset_ped_single\sample_00128.npz,ped,129,1,288.21937825205305,5.872609989879969,3.1257870355481256,1,136,1
129,./learn_dataset_ped_single\sample_00129.npz,ped,130,1,288.1215021479654,5.872522485777789,3.128131694014117,1,135,1
130,./learn_dataset_ped_single\sample_00130.npz,ped,131,1,288.02362750302274,5.872434892454263,3.130477993468698,1,135,1
131,./learn_dataset_ped_single\sample_00131.npz,ped,132,1,287.92575431871325,5.872347209789386,3.1328259356273462,1,135,1
132,./learn_dataset_ped_single\sample_00132.npz,ped,133,1,287.82788259652676,5.872259437662957,3.1351755222079207,1,134,1
133,./learn_dataset_ped_single\sample_00133.npz,ped,134,1,287.7300123379555,5.872171575954571,3.1375267549306636,1,134,1
134,./learn_dataset_ped_single\sample_00134.npz,ped,135,1,287.6321435444933,5.872083624543623,3.1398796355182115,1,134,1
135,./learn_dataset_ped_single\sample_00135.npz,ped,136,1,287.5342762176363,5.871995583309311,3.1422341656955872,1,134,1
136,./learn_dataset_ped_single\sample_00136.npz,ped,137,1,287.4364103588827,5.8719074521306265,3.144590347190212,1,133,1
137,./learn_dataset_ped_single\sample_00137.npz,ped,138,1,287.33854596973237,5.871819230886363,3.146948181731915,1,133,1
138,./learn_dataset_ped_single\sample_00138.npz,ped,139,1,287.24068305168754,5.871730919455113,3.149307671052923,1,133,1
139,./learn_dataset_ped_single\sample_00139.npz,ped,140,1,287.14282160625226,5.871642517715264,3.1516688168878777,1,133,1
140,./learn_dataset_ped_single\sample_00140.npz,ped,141,1,287.0449616349327,5.871554025545002,3.1540316209738353,1,132,1
141,./learn_dataset_ped_single\sample_00141.npz,ped,142,1,286.94710313923713,5.871465442822311,3.1563960850502646,1,132,1
142,./learn_dataset_ped_single\sample_00142.npz,ped,143,1,286.84924612067573,5.871376769424965,3.158762210859063,1,132,1
143,./learn_dataset_ped_single\sample_00143.npz,ped,144,1,286.75139058076076,5.8712880052305465,3.1611300001445493,1,132,1
144,./learn_dataset_ped_single\sample_00144.npz,ped,145,1,286.6535365210065,5.871199150116421,3.1634994546534787,1,131,1
145,./learn_dataset_ped_single\sample_00145.npz,ped,146,1,286.5556839429293,5.871110203959759,3.165870576135038,1,131,1
146,./learn_dataset_ped_single\sample_00146.npz,ped,147,1,286.45783284804764,5.87102116663752,3.168243366340851,1,131,1
147,./learn_dataset_ped_single\sample_00147.npz,ped,148,1,286.35998323788186,5.870932038026457,3.1706178270249894,1,131,1
148,./learn_dataset_ped_single\sample_00148.npz,ped,149,1,286.2621351139546,5.870842818003123,3.172993959943971,1,130,1
149,./learn_dataset_ped_single\sample_00149.npz,ped,150,1,286.1642884777903,5.870753506443861,3.1753717668567645,1,130,1
150,./learn_dataset_ped_single\sample_00150.npz,ped,151,1,286.06644333091566,5.870664103224806,3.1777512495247975,1,130,1
151,./learn_dataset_ped_single\sample_00151.npz,ped,152,1,285.96859967485943,5.870574608221889,3.180132409711952,1,130,1
152,./learn_dataset_ped_single\sample_00152.npz,ped,153,1,285.87075751115225,5.87048502131083,3.182515249184584,1,129,1
153,./learn_dataset_ped_single\sample_00153.npz,ped,154,1,285.77291684132706,5.870395342367146,3.184899769711509,1,129,1
154,./learn_dataset_ped_single\sample_00154.npz,ped,155,1,285.67507766691864,5.870305571266141,3.1872859730640237,1,129,1
155,./learn_dataset_ped_single\sample_00155.npz,ped,156,1,285.57723998946415,5.87021570788291,3.1896738610158986,1,129,1
156,./learn_dataset_ped_single\sample_00156.npz,ped,157,1,285.4794038105026,5.870125752092342,3.192063435343383,1,128,1
157,./learn_dataset_ped_single\sample_00157.npz,ped,158,1,285.38156913157513,5.870035703769115,3.1944546978252215,1,128,1
158,./learn_dataset_ped_single\sample_00158.npz,ped,159,1,285.28373595422505,5.869945562787696,3.1968476502426393,1,128,1
159,./learn_dataset_ped_single\sample_00159.npz,ped,160,1,285.18590427999766,5.869855329022343,3.199242294379365,1,128,1
160,./learn_dataset_ped_single\sample_00160.npz,ped,161,1,285.08807411044046,5.8697650023471,3.2016386320216195,1,127,1
161,./learn_dataset_ped_single\sample_00161.npz,ped,162,1,284.990245447103,5.869674582635806,3.2040366649581307,1,127,1
162,./learn_dataset_ped_single\sample_00162.npz,ped,163,1,284.89241829153684,5.86958406976208,3.2064363949801367,1,127,1
163,./learn_dataset_ped_single\sample_00163.npz,ped,164,1,284.79459264529584,5.869493463599339,3.208837823881382,1,127,1
164,./learn_dataset_ped_single\sample_00164.npz,ped,165,1,284.69676850993585,5.869402764020775,3.211240953458136,1,126,1
165,./learn_dataset_ped_single\sample_00165.npz,ped,166,1,284.5989458870148,5.869311970899377,3.213645785509182,1,126,1
166,./learn_dataset_ped_single\sample_00166.npz,ped,167,1,284.5011247780929,5.869221084107917,3.2160523218358295,1,126,1
167,./learn_dataset_ped_single\sample_00167.npz,ped,168,1,284.40330518473235,5.86913010351895,3.218460564241924,1,126,1
168,./learn_dataset_ped_single\sample_00168.npz,ped,169,1,284.30548710849746,5.869039029004827,3.22087051453384,1,125,1
169,./learn_dataset_ped_single\sample_00169.npz,ped,170,1,284.2076705509547,5.868947860437672,3.223282174520492,1,125,1
170,./learn_dataset_ped_single\sample_00170.npz,ped,171,1,284.1098555136727,5.8688565976893985,3.225695546013339,1,125,1
171,./learn_dataset_ped_single\sample_00171.npz,ped,172,1,284.01204199822234,5.868765240631708,3.2281106308263845,1,124,1
172,./learn_dataset_ped_single\sample_00172.npz,ped,173,1,283.91423000617635,5.868673789136081,3.230527430776191,1,124,1
173,./learn_dataset_ped_single\sample_00173.npz,ped,174,1,283.81641953910986,5.868582243073786,3.2329459476818676,1,124,1
174,./learn_dataset_ped_single\sample_00174.npz,ped,175,1,283.7186105986,5.8684906023158705,3.2353661833650946,1,124,1
175,./learn_dataset_ped_single\sample_00175.npz,ped,176,1,283.62080318622606,5.868398866733168,3.237788139650112,1,123,1
176,./learn_dataset_ped_single\sample_00176.npz,ped,177,1,283.52299730356975,5.86830703619629,3.2402118183637296,1,123,1
177,./learn_dataset_ped_single\sample_00177.npz,ped,178,1,283.42519295221445,5.868215110575635,3.242637221335337,1,123,1
178,./learn_dataset_ped_single\sample_00178.npz,ped,179,1,283.3273901337462,5.86812308974138,3.245064350396896,1,123,1
179,./learn_dataset_ped_single\sample_00179.npz,ped,180,1,283.22958884975276,5.868030973563484,3.2474932073829588,1,122,1
180,./learn_dataset_ped_single\sample_00180.npz,ped,181,1,283.13178910182444,5.8679387619116845,3.2499237941306616,1,122,1
181,./learn_dataset_ped_single\sample_00181.npz,ped,182,1,283.0339908915535,5.867846454655503,3.252356112479732,1,122,1
182,./learn_dataset_ped_single\sample_00182.npz,ped,183,1,282.93619422053445,5.867754051664234,3.2547901642725003,1,122,1
183,./learn_dataset_ped_single\sample_00183.npz,ped,184,1,282.83839909036396,5.867661552806962,3.2572259513538935,1,121,1
184,./learn_dataset_ped_single\sample_00184.npz,ped,185,1,282.7406055026409,5.867568957952537,3.2596634755714486,1,121,1
185,./learn_dataset_ped_single\sample_00185.npz,ped,186,1,282.64281345896626,5.867476266969598,3.262102738775312,1,121,1
186,./learn_dataset_ped_single\sample_00186.npz,ped,187,1,282.54502296094336,5.867383479726558,3.264543742818244,1,121,1
187,./learn_dataset_ped_single\sample_00187.npz,ped,188,1,282.4472340101775,5.867290596091606,3.2669864895556295,1,120,1
188,./learn_dataset_ped_single\sample_00188.npz,ped,189,1,282.34944660827654,5.86719761593271,3.2694309808454736,1,120,1
189,./learn_dataset_ped_single\sample_00189.npz,ped,190,1,282.25166075685013,5.867104539117613,3.2718772185484144,1,120,1
190,./learn_dataset_ped_single\sample_00190.npz,ped,191,1,282.1538764575103,5.867011365513837,3.274325204527722,1,120,1
191,./learn_dataset_ped_single\sample_00191.npz,ped,192,1,282.0560937118714,5.866918094988676,3.276774940649304,1,119,1
192,./learn_dataset_ped_single\sample_00192.npz,ped,193,1,281.9583125215499,5.8668247274092,3.2792264287817163,1,119,1
193,./learn_dataset_ped_single\sample_00193.npz,ped,194,1,281.8605328881644,5.866731262642257,3.281679670796156,1,119,1
194,./learn_dataset_ped_single\sample_00194.npz,ped,195,1,281.76275481333585,5.866637700554465,3.2841346685664803,1,119,1
195,./learn_dataset_ped_single\sample_00195.npz,ped,196,1,281.6649782986873,5.866544041012219,3.286591423969198,1,118,1
196,./learn_dataset_ped_single\sample_00196.npz,ped,197,1,281.56720334584423,5.866450283881686,3.2890499388834806,1,118,1
197,./learn_dataset_ped_single\sample_00197.npz,ped,198,1,281.46942995643417,5.866356429028802,3.29151021519117,1,118,1
198,./learn_dataset_ped_single\sample_00198.npz,ped,199,1,281.37165813208696,5.866262476319286,3.293972254776776,1,118,1
199,./learn_dataset_ped_single\sample_00199.npz,ped,200,1,281.2738878744346,5.8661684256186195,3.296436059527486,1,117,1
200,./learn_dataset_ped_single\sample_00200.npz,ped,201,1,281.1761191851114,5.866074276792058,3.298901631333169,1,117,1
201,./learn_dataset_ped_single\sample_00201.npz,ped,202,1,281.0783520657541,5.8659800297046285,3.3013689720863764,1,117,1
202,./learn_dataset_ped_single\sample_00202.npz,ped,203,1,280.98058651800125,5.865885684221129,3.303838083682356,1,117,1
203,./learn_dataset_ped_single\sample_00203.npz,ped,204,1,280.8828225434941,5.8657912402061285,3.306308968019042,1,116,1
204,./learn_dataset_ped_single\sample_00204.npz,ped,205,1,280.7850601438759,5.865696697523962,3.308781626997079,1,116,1
205,./learn_dataset_ped_single\sample_00205.npz,ped,206,1,280.6872993207922,5.86560205603874,3.311256062519808,1,116,1
206,./learn_dataset_ped_single\sample_00206.npz,ped,207,1,280.5895400758909,5.8655073156143365,3.313732276493282,1,116,1
207,./learn_dataset_ped_single\sample_00207.npz,ped,208,1,280.49178241082217,5.865412476114392,3.3162102708262693,1,115,1
208,./learn_dataset_ped_single\sample_00208.npz,ped,209,1,280.3940263272383,5.865317537402325,3.3186900474302568,1,115,1
209,./learn_dataset_ped_single\sample_00209.npz,ped,210,1,280.296271826794,5.865222499341311,3.3211716082194562,1,115,1
210,./learn_dataset_ped_single\sample_00210.npz,ped,211,1,280.19851891114627,5.865127361794294,3.323654955110806,1,114,1
211,./learn_dataset_ped_single\sample_00211.npz,ped,212,1,280.10076758195436,5.86503212462399,3.326140090023977,1,114,1
212,./learn_dataset_ped_single\sample_00212.npz,ped,213,1,280.0030178408797,5.8649367876928755,3.328627014881384,1,114,1
213,./learn_dataset_ped_single\sample_00213.npz,ped,214,1,279.90526968958625,5.864841350863196,3.3311157316081794,1,114,1
214,./learn_dataset_ped_single\sample_00214.npz,ped,215,1,279.80752312974005,5.864745813996958,3.33360624213227,1,113,1
215,./learn_dataset_ped_single\sample_00215.npz,ped,216,1,279.7097781630095,5.864650176955938,3.3360985483843066,1,113,1
216,./learn_dataset_ped_single\sample_00216.npz,ped,217,1,279.61203479106547,5.864554439601672,3.338592652297705,1,113,1
217,./learn_dataset_ped_single\sample_00217.npz,ped,218,1,279.51429301558085,5.8644586017954605,3.3410885558086445,1,113,1
218,./learn_dataset_ped_single\sample_00218.npz,ped,219,1,279.41655283823115,5.864362663398368,3.3435862608560645,1,112,1
219,./learn_dataset_ped_single\sample_00219.npz,ped,220,1,279.31881426069384,5.864266624271224,3.3460857693816872,1,112,1
220,./learn_dataset_ped_single\sample_00220.npz,ped,221,1,279.2210772846491,5.864170484274613,3.348587083330005,1,112,1
221,./learn_dataset_ped_single\sample_00221.npz,ped,222,1,279.1233419117792,5.864074243268889,3.3510902046482935,1,112,1
222,./learn_dataset_ped_single\sample_00222.npz,ped,223,1,279.02560814376875,5.863977901114162,3.353595135286621,1,111,1
223,./learn_dataset_ped_single\sample_00223.npz,ped,224,1,278.9278759823048,5.863881457670307,3.3561018771978417,1,111,1
224,./learn_dataset_ped_single\sample_00224.npz,ped,225,1,278.8301454290766,5.863784912796954,3.358610432337613,1,111,1
