sample_id,file,target_kind,source_index,num_angles,true_range,true_velocity,true_angle_deg,true_d_idx,true_r_idx,valid
79,./learn_dataset_vehicle_single\sample_00079.npz,vehicle,80,1,292.2674289071569,9.819773659800108,1.5310697010616539,1,146,1
80,./learn_dataset_vehicle_single\sample_00080.npz,vehicle,81,1,292.1692317818562,9.819651379793804,1.5328301935238962,1,146,1
81,./learn_dataset_vehicle_single\sample_00081.npz,vehicle,82,1,292.0710358799722,9.81952897643235,1.5345919040398732,1,146,1
82,./learn_dataset_vehicle_single\sample_00082.npz,vehicle,83,1,291.9728412027393,9.819406449551314,1.5363548338708128,1,145,1
83,./learn_dataset_vehicle_single\sample_00083.npz,vehicle,84,1,291.87464775139347,9.819283798985989,1.5381189842796785,1,145,1
84,./learn_dataset_vehicle_single\sample_00084.npz,vehicle,85,1,291.7764555271724,9.819161024571395,1.5398843565311773,1,145,1
85,./learn_dataset_vehicle_single\sample_00085.npz,vehicle,86,1,291.6782645313154,9.819038126142281,1.5416509518917576,1,145,1
86,./learn_dataset_vehicle_single\sample_00086.npz,vehicle,87,1,291.58007476506344,9.818915103533127,1.5434187716296115,1,144,1
87,./learn_dataset_vehicle_single\sample_00087.npz,vehicle,88,1,291.4818862296592,9.818791956578131,1.5451878170146858,1,144,1
88,./learn_dataset_vehicle_single\sample_00088.npz,vehicle,89,1,291.38369892634694,9.818668685111225,1.5469580893186745,1,144,1
89,./learn_dataset_vehicle_single\sample_00089.npz,vehicle,90,1,291.2855128563726,9.81854528896606,1.5487295898150304,1,144,1
90,./learn_dataset_vehicle_single\sample_00090.npz,vehicle,91,1,291.1873280209837,9.81842176797602,1.5505023197789602,1,143,1
91,./learn_dataset_vehicle_single\sample_00091.npz,vehicle,92,1,291.08914442142975,9.818298121974198,1.552276280487437,1,143,1
92,./learn_dataset_vehicle_single\sample_00092.npz,vehicle,93,1,290.99096205896154,9.818174350793429,1.5540514732191946,1,143,1
93,./learn_dataset_vehicle_single\sample_00093.npz,vehicle,94,1,290.89278093483176,9.818050454266258,1.5558278992547347,1,143,1
94,./learn_dataset_vehicle_single\sample_00094.npz,vehicle,95,1,290.7946010502946,9.817926432224962,1.5576055598763323,1,142,1
95,./learn_dataset_vehicle_single\sample_00095.npz,vehicle,96,1,290.69642240660613,9.817802284501532,1.559384456368032,1,142,1
96,./learn_dataset_vehicle_single\sample_00096.npz,vehicle,97,1,290.59824500502407,9.817678010927683,1.5611645900156557,1,142,1
97,./learn_dataset_vehicle_single\sample_00097.npz,vehicle,98,1,290.50006884680766,9.817553611334853,1.5629459621068065,1,141,1
98,./learn_dataset_vehicle_single\sample_00098.npz,vehicle,99,1,290.40189393321805,9.817429085554197,1.5647285739308676,1,141,1
99,./learn_dataset_vehicle_single\sample_00099.npz,vehicle,100,1,290.30372026551777,9.8173044334166,1.5665124267790125,1,141,1
100,./learn_dataset_vehicle_single\sample_00100.npz,vehicle,101,1,290.2055478449714,9.81717965475265,1.568297521944197,1,141,1
101,./learn_dataset_vehicle_single\sample_00101.npz,vehicle,102,1,290.1073766728451,9.817054749392662,1.5700838607211731,1,140,1
102,./learn_dataset_vehicle_single\sample_00102.npz,vehicle,103,1,290.00920675040646,9.816929717166676,1.5718714444064892,1,140,1
103,./learn_dataset_vehicle_single\sample_00103.npz,vehicle,104,1,289.9110380789252,9.816804557904439,1.5736602742984853,1,140,1
104,./learn_dataset_vehicle_single\sample_00104.npz,vehicle,105,1,289.8128706596724,9.816679271435419,1.5754503516973113,1,140,1
105,./learn_dataset_vehicle_single\sample_00105.npz,vehicle,106,1,289.71470449392103,9.8165538575888,1.5772416779049134,1,139,1
106,./learn_dataset_vehicle_single\sample_00106.npz,vehicle,107,1,289.6165395829458,9.816428316193484,1.57903425422505,1,139,1
107,./learn_dataset_vehicle_single\sample_00107.npz,vehicle,108,1,289.5183759280229,9.816302647078087,1.580828081963288,1,139,1
108,./learn_dataset_vehicle_single\sample_00108.npz,vehicle,109,1,289.42021353043054,9.816176850070939,1.5826231624270086,1,139,1
109,./learn_dataset_vehicle_single\sample_00109.npz,vehicle,110,1,289.3220523914484,9.816050925000086,1.5844194969254117,1,138,1
110,./learn_dataset_vehicle_single\sample_00110.npz,vehicle,111,1,289.22389251235796,9.815924871693285,1.586217086769514,1,138,1
111,./learn_dataset_vehicle_single\sample_00111.npz,vehicle,112,1,289.12573389444253,9.815798689978012,1.5880159332721546,1,138,1
112,./learn_dataset_vehicle_single\sample_00112.npz,vehicle,113,1,289.027576538987,9.815672379681448,1.5898160377480055,1,138,1
113,./learn_dataset_vehicle_single\sample_00113.npz,vehicle,114,1,288.9294204472781,9.815545940630487,1.5916174015135602,1,137,1
114,./learn_dataset_vehicle_single\sample_00114.npz,vehicle,115,1,288.83126562060414,9.815419372651746,1.5934200258871498,1,137,1
115,./learn_dataset_vehicle_single\sample_00115.npz,vehicle,116,1,288.7331120602554,9.815292675571534,1.5952239121889402,1,137,1
116,./learn_dataset_vehicle_single\sample_00116.npz,vehicle,117,1,288.63495976752364,9.815165849215889,1.5970290617409333,1,137,1
117,./learn_dataset_vehicle_single\sample_00117.npz,vehicle,118,1,288.5368087437026,9.815038893410543,1.598835475866979,1,136,1
118,./learn_dataset_vehicle_single\sample_00118.npz,vehicle,119,1,288.43865899008756,9.814911807980947,1.6006431558927654,1,136,1
119,./learn_dataset_vehicle_single\sample_00119.npz,vehicle,120,1,288.34051050797564,9.81478459275226,1.6024521031458379,1,136,1
120,./learn_dataset_vehicle_single\sample_00120.npz,vehicle,121,1,288.24236329866574,9.814657247549341,1.6042623189555858,1,136,1
121,./learn_dataset_vehicle_single\sample_00121.npz,vehicle,122,1,288.1442173634585,9.814529772196767,1.6060738046532557,1,135,1
122,./learn_dataset_vehicle_single\sample_00122.npz,vehicle,123,1,288.0460727036562,9.814402166518818,1.607886561571958,1,135,1
123,./learn_dataset_vehicle_single\sample_00123.npz,vehicle,124,1,287.9479293205631,9.814274430339472,1.609700591046654,1,135,1
124,./learn_dataset_vehicle_single\sample_00124.npz,vehicle,125,1,287.84978721548504,9.814146563482426,1.61151589441418,1,135,1
125,./learn_dataset_vehicle_single\sample_00125.npz,vehicle,126,1,287.7516463897296,9.814018565771075,1.6133324730132355,1,134,1
126,./learn_dataset_vehicle_single\sample_00126.npz,vehicle,127,1,287.6535068446064,9.813890437028517,1.6151503281843882,1,134,1
127,./learn_dataset_vehicle_single\sample_00127.npz,vehicle,128,1,287.5553685814264,9.813762177077562,1.6169694612700891,1,134,1
128,./learn_dataset_vehicle_single\sample_00128.npz,vehicle,129,1,287.45723160150277,9.813633785740711,1.6187898736146578,1,134,1
129,./learn_dataset_vehicle_single\sample_00129.npz,vehicle,130,1,287.3590959061502,9.813505262840177,1.620611566564302,1,133,1
130,./learn_dataset_vehicle_single\sample_00130.npz,vehicle,131,1,287.26096149668507,9.813376608197876,1.6224345414671089,1,133,1
131,./learn_dataset_vehicle_single\sample_00131.npz,vehicle,132,1,287.16282837442594,9.813247821635414,1.624258799673054,1,133,1
132,./learn_dataset_vehicle_single\sample_00132.npz,vehicle,133,1,287.0646965406927,9.813118902974116,1.6260843425340068,1,132,1
133,./learn_dataset_vehicle_single\sample_00133.npz,vehicle,134,1,286.9665659968074,9.81298985203499,1.627911171403728,1,132,1
134,./learn_dataset_vehicle_single\sample_00134.npz,vehicle,135,1,286.8684367440936,9.812860668638754,1.6297392876378773,1,132,1
135,./learn_dataset_vehicle_single\sample_00135.npz,vehicle,136,1,286.7703087838767,9.812731352605823,1.6315686925940158,1,132,1
136,./learn_dataset_vehicle_single\sample_00136.npz,vehicle,137,1,286.67218211748417,9.812601903756308,1.6333993876316049,1,131,1
137,./learn_dataset_vehicle_single\sample_00137.npz,vehicle,138,1,286.5740567462449,9.812472321910022,1.6352313741120204,1,131,1
138,./learn_dataset_vehicle_single\sample_00138.npz,vehicle,139,1,286.4759326714899,9.812342606886471,1.637064653398541,1,131,1
139,./learn_dataset_vehicle_single\sample_00139.npz,vehicle,140,1,286.3778098945517,9.812212758504861,1.6388992268563658,1,131,1
140,./learn_dataset_vehicle_single\sample_00140.npz,vehicle,141,1,286.2796884167649,9.812082776584095,1.6407350958526088,1,130,1
141,./learn_dataset_vehicle_single\sample_00141.npz,vehicle,142,1,286.1815682394658,9.811952660942765,1.6425722617563052,1,130,1
142,./learn_dataset_vehicle_single\sample_00142.npz,vehicle,143,1,286.0834493639924,9.81182241139917,1.6444107259384149,1,130,1
143,./learn_dataset_vehicle_single\sample_00143.npz,vehicle,144,1,285.98533179168476,9.811692027771288,1.6462504897718244,1,130,1
144,./learn_dataset_vehicle_single\sample_00144.npz,vehicle,145,1,285.88721552388455,9.811561509876805,1.6480915546313517,1,129,1
145,./learn_dataset_vehicle_single\sample_00145.npz,vehicle,146,1,285.78910056193536,9.81143085753309,1.6499339218937512,1,129,1
146,./learn_dataset_vehicle_single\sample_00146.npz,vehicle,147,1,285.69098690718266,9.811300070557209,1.65177759293771,1,129,1
147,./learn_dataset_vehicle_single\sample_00147.npz,vehicle,148,1,285.5928745609736,9.811169148765922,1.6536225691438633,1,129,1
148,./learn_dataset_vehicle_single\sample_00148.npz,vehicle,149,1,285.49476352465734,9.811038091975673,1.6554688518947847,1,128,1
149,./learn_dataset_vehicle_single\sample_00149.npz,vehicle,150,1,285.39665379958467,9.810906900002605,1.6573164425749995,1,128,1
150,./learn_dataset_vehicle_single\sample_00150.npz,vehicle,151,1,285.29854538710845,9.810775572662545,1.6591653425709845,1,128,1
151,./learn_dataset_vehicle_single\sample_00151.npz,vehicle,152,1,285.2004382885833,9.810644109771008,1.6610155532711672,1,128,1
152,./learn_dataset_vehicle_single\sample_00152.npz,vehicle,153,1,285.1023325053655,9.81051251114321,1.6628670760659394,1,127,1
153,./learn_dataset_vehicle_single\sample_00153.npz,vehicle,154,1,285.0042280388135,9.81038077659404,1.66471991234765,1,127,1
154,./learn_dataset_vehicle_single\sample_00154.npz,vehicle,155,1,284.90612489028734,9.810248905938082,1.6665740635106154,1,127,1
155,./learn_dataset_vehicle_single\sample_00155.npz,vehicle,156,1,284.808023061149,9.810116898989609,1.6684295309511203,1,127,1
156,./learn_dataset_vehicle_single\sample_00156.npz,vehicle,157,1,284.70992255276246,9.80998475556257,1.6702863160674195,1,126,1
157,./learn_dataset_vehicle_single\sample_00157.npz,vehicle,158,1,284.61182336649335,9.809852475470613,1.6721444202597473,1,126,1
158,./learn_dataset_vehicle_single\sample_00158.npz,vehicle,159,1,284.5137255037092,9.809720058527066,1.674003844930314,1,126,1
159,./learn_dataset_vehicle_single\sample_00159.npz,vehicle,160,1,284.4156289657796,9.809587504544934,1.6758645914833148,1,126,1
160,./learn_dataset_vehicle_single\sample_00160.npz,vehicle,161,1,284.3175337540757,9.809454813336918,1.6777266613249275,1,125,1
161,./learn_dataset_vehicle_single\sample_00161.npz,vehicle,162,1,284.21943986997087,9.809321984715393,1.679590055863323,1,125,1
162,./learn_dataset_vehicle_single\sample_00162.npz,vehicle,163,1,284.1213473148401,9.80918901849242,1.6814547765086632,1,125,1
163,./learn_dataset_vehicle_single\sample_00163.npz,vehicle,164,1,284.02325609006033,9.809055914479739,1.6833208246731068,1,125,1
164,./learn_dataset_vehicle_single\sample_00164.npz,vehicle,165,1,283.9251661970104,9.808922672488778,1.6851882017708144,1,124,1
165,./learn_dataset_vehicle_single\sample_00165.npz,vehicle,166,1,283.8270776370711,9.808789292330639,1.687056909217949,1,124,1
166,./learn_dataset_vehicle_single\sample_00166.npz,vehicle,167,1,283.72899041162503,9.808655773816104,1.688926948432679,1,124,1
167,./learn_dataset_vehicle_single\sample_00167.npz,vehicle,168,1,283.6309045220566,9.808522116755642,1.6907983208351867,1,123,1
168,./learn_dataset_vehicle_single\sample_00168.npz,vehicle,169,1,283.5328199697524,9.808388320959388,1.6926710278476658,1,123,1
169,./learn_dataset_vehicle_single\sample_00169.npz,vehicle,170,1,283.4347367561005,9.808254386237168,1.694545070894331,1,123,1
170,./learn_dataset_vehicle_single\sample_00170.npz,vehicle,171,1,283.3366548824913,9.808120312398477,1.696420451401416,1,123,1
171,./learn_dataset_vehicle_single\sample_00171.npz,vehicle,172,1,283.2385743503169,9.807986099252485,1.6982971707971803,1,122,1
172,./learn_dataset_vehicle_single\sample_00172.npz,vehicle,173,1,283.1404951609713,9.80785174660805,1.7001752305119122,1,122,1
173,./learn_dataset_vehicle_single\sample_00173.npz,vehicle,174,1,283.0424173158504,9.807717254273689,1.70205463197793,1,122,1
174,./learn_dataset_vehicle_single\sample_00174.npz,vehicle,175,1,282.94434081635205,9.807582622057609,1.703935376629593,1,122,1
175,./learn_dataset_vehicle_single\sample_00175.npz,vehicle,176,1,282.8462656638761,9.80744784976768,1.7058174659032939,1,121,1
176,./learn_dataset_vehicle_single\sample_00176.npz,vehicle,177,1,282.7481918598243,9.80731293721145,1.7077009012374713,1,121,1
177,./learn_dataset_vehicle_single\sample_00177.npz,vehicle,178,1,282.6501194056001,9.807177884196141,1.7095856840726125,1,121,1
178,./learn_dataset_vehicle_single\sample_00178.npz,vehicle,179,1,282.55204830260925,9.807042690528643,1.7114718158512492,1,121,1
179,./learn_dataset_vehicle_single\sample_00179.npz,vehicle,180,1,282.453978552259,9.806907356015525,1.7133592980179737,1,120,1
180,./learn_dataset_vehicle_single\sample_00180.npz,vehicle,181,1,282.355910155959,9.806771880463014,1.715248132019431,1,120,1
181,./learn_dataset_vehicle_single\sample_00181.npz,vehicle,182,1,282.2578431151205,9.80663626367702,1.7171383193043288,1,120,1
182,./learn_dataset_vehicle_single\sample_00182.npz,vehicle,183,1,282.1597774311569,9.806500505463115,1.7190298613234423,1,120,1
183,./learn_dataset_vehicle_single\sample_00183.npz,vehicle,184,1,282.06171310548336,9.806364605626541,1.7209227595296086,1,119,1
184,./learn_dataset_vehicle_single\sample_00184.npz,vehicle,185,1,281.9636501395171,9.806228563972212,1.7228170153777458,1,119,1
185,./learn_dataset_vehicle_single\sample_00185.npz,vehicle,186,1,281.8655885346773,9.806092380304705,1.7247126303248406,1,119,1
186,./learn_dataset_vehicle_single\sample_00186.npz,vehicle,187,1,281.767528292385,9.805956054428265,1.7266096058299611,1,119,1
187,./learn_dataset_vehicle_single\sample_00187.npz,vehicle,188,1,281.66946941406337,9.805819586146802,1.7285079433542614,1,118,1
188,./learn_dataset_vehicle_single\sample_00188.npz,vehicle,189,1,281.5714119011374,9.805682975263892,1.7304076443609804,1,118,1
189,./learn_dataset_vehicle_single\sample_00189.npz,vehicle,190,1,281.4733557550341,9.805546221582778,1.732308710315448,1,118,1
190,./learn_dataset_vehicle_single\sample_00190.npz,vehicle,191,1,281.3753009771824,9.805409324906368,1.7342111426850886,1,118,1
191,./learn_dataset_vehicle_single\sample_00191.npz,vehicle,192,1,281.2772475690133,9.805272285037224,1.7361149429394236,1,117,1
192,./learn_dataset_vehicle_single\sample_00192.npz,vehicle,193,1,281.17919553195964,9.805135101777584,1.738020112550079,1,117,1
193,./learn_dataset_vehicle_single\sample_00193.npz,vehicle,194,1,281.08114486745643,9.804997774929333,1.7399266529907844,1,117,1
194,./learn_dataset_vehicle_single\sample_00194.npz,vehicle,195,1,280.98309557694034,9.804860304294039,1.7418345657373786,1,117,1
195,./learn_dataset_vehicle_single\sample_00195.npz,vehicle,196,1,280.8850476618504,9.804722689672904,1.7437438522678161,1,116,1
196,./learn_dataset_vehicle_single\sample_00196.npz,vehicle,197,1,280.78700112362753,9.804584930866808,1.7456545140621638,1,116,1
197,./learn_dataset_vehicle_single\sample_00197.npz,vehicle,198,1,280.68895596371436,9.80444702767629,1.7475665526026145,1,116,1
198,./learn_dataset_vehicle_single\sample_00198.npz,vehicle,199,1,280.59091218355593,9.804308979901533,1.7494799693734815,1,116,1
199,./learn_dataset_vehicle_single\sample_00199.npz,vehicle,200,1,280.492869784599,9.804170787342395,1.7513947658612101,1,115,1
200,./learn_dataset_vehicle_single\sample_00200.npz,vehicle,201,1,280.39482876829237,9.804032449798385,1.7533109435543734,1,115,1
201,./learn_dataset_vehicle_single\sample_00201.npz,vehicle,202,1,280.296789136087,9.803893967068662,1.755228503943683,1,115,1
202,./learn_dataset_vehicle_single\sample_00202.npz,vehicle,203,1,280.19875088943564,9.80375533895205,1.7571474485219911,1,114,1
203,./learn_dataset_vehicle_single\sample_00203.npz,vehicle,204,1,280.10071402979327,9.80361656524702,1.75906777878429,1,114,1
204,./learn_dataset_vehicle_single\sample_00204.npz,vehicle,205,1,280.00267855861665,9.80347764575171,1.7609894962277257,1,114,1
205,./learn_dataset_vehicle_single\sample_00205.npz,vehicle,206,1,279.9046444773648,9.803338580263896,1.7629126023515886,1,114,1
206,./learn_dataset_vehicle_single\sample_00206.npz,vehicle,207,1,279.8066117874987,9.803199368581014,1.7648370986573259,1,113,1
207,./learn_dataset_vehicle_single\sample_00207.npz,vehicle,208,1,279.7085804904812,9.803060010500154,1.7667629866485477,1,113,1
208,./learn_dataset_vehicle_single\sample_00208.npz,vehicle,209,1,279.61055058777737,9.802920505818058,1.7686902678310237,1,113,1
209,./learn_dataset_vehicle_single\sample_00209.npz,vehicle,210,1,279.5125220808542,9.802780854331113,1.7706189437126894,1,113,1
210,./learn_dataset_vehicle_single\sample_00210.npz,vehicle,211,1,279.4144949711808,9.802641055835362,1.772549015803655,1,112,1
