sample_id,file,source_index_cyclist,source_index_vehicle,cyclist_true_range,cyclist_true_velocity,cyclist_true_angle_deg,cyclist_true_d_idx,cyclist_true_r_idx,vehicle_true_range,vehicle_true_velocity,vehicle_true_angle_deg,vehicle_true_d_idx,vehicle_true_r_idx,valid_cyclist,valid_vehicle,valid_all
34,./learn_dataset_fixed_angle\sample_00034.npz,35,231,297.42604122705865,5.880453482769494,2.912479025615202,1,160,277.454248480718,9.799813896844906,1.8114460065287894,1,107,1,1,1
35,./learn_dataset_fixed_angle\sample_00035.npz,36,260,297.3280343324524,5.880373856859578,2.914676764276707,1,159,274.61290938337186,9.795606499491399,1.8688649516568125,1,100,1,1,1
36,./learn_dataset_fixed_angle\sample_00036.npz,37,199,297.230028765601,5.8802941521710625,2.9168759927430035,1,159,280.59091218355593,9.804308979901533,1.7494799693734815,1,116,1,1,1
37,./learn_dataset_fixed_angle\sample_00037.npz,38,30,297.13202452781826,5.880214368601061,2.919076712522985,1,159,297.17881822229526,9.825733938465916,1.444570722763017,1,159,1,1,1
38,./learn_dataset_fixed_angle\sample_00038.npz,39,284,297.03402162041976,5.880134506046526,2.9212789251275715,1,159,272.26239182083157,9.792024459090264,1.9173202736256052,1,94,1,1,1
39,./learn_dataset_fixed_angle\sample_00039.npz,40,13,296.93602004472274,5.8800545644042375,2.9234826320697187,1,158,298.84936004616105,9.827693790431217,1.415826906653283,1,163,1,1,1
40,./learn_dataset_fixed_angle\sample_00040.npz,41,4,296.83801980204623,5.87997454357081,2.925687834864417,1,158,299.73389865011933,9.828718117195274,1.4007428903552814,1,166,1,1,1
41,./learn_dataset_fixed_angle\sample_00041.npz,42,102,296.74002089371095,5.879894443442695,2.9278945350286927,1,158,290.1073766728451,9.817054749392662,1.5700838607211731,1,140,1,1,1
42,./learn_dataset_fixed_angle\sample_00042.npz,43,101,296.64202332103923,5.87981426391617,2.9301027340816237,1,158,290.2055478449714,9.81717965475265,1.568297521944197,1,141,1,1,1
43,./learn_dataset_fixed_angle\sample_00043.npz,44,69,296.5440270853554,5.879734004887352,2.9323124335443254,1,157,293.3476776795753,9.821110645187812,1.5117843165423372,1,149,1,1,1
44,./learn_dataset_fixed_angle\sample_00044.npz,45,234,296.4460321879853,5.879653666252182,2.934523634939972,1,157,277.1602604992282,9.799384641607245,1.8173295336773234,1,107,1,1,1
45,./learn_dataset_fixed_angle\sample_00045.npz,46,3,296.3480386302565,5.879573247906438,2.9367363397937836,1,157,299.8321863976581,9.82883137199782,1.399072533373227,1,166,1,1,1
46,./learn_dataset_fixed_angle\sample_00046.npz,47,275,296.25004641349847,5.879492749745729,2.9389505496330406,1,157,273.1437350553734,9.793378564797422,1.8990485527688152,1,96,1,1,1
47,./learn_dataset_fixed_angle\sample_00047.npz,48,144,296.1520555390423,5.879412171665491,2.9411662659870843,1,156,285.98533179168476,9.811692027771288,1.6462504897718244,1,130,1,1,1
48,./learn_dataset_fixed_angle\sample_00048.npz,49,270,296.0540660082209,5.879331513560995,2.9433834903873164,1,156,273.6334226661648,9.794125198183936,1.888950147230716,1,97,1,1,1
49,./learn_dataset_fixed_angle\sample_00049.npz,50,150,295.9560778223688,5.879250775327339,2.9456022243672124,1,156,285.39665379958467,9.810906900002605,1.6573164425749995,1,128,1,1,1
50,./learn_dataset_fixed_angle\sample_00050.npz,51,26,295.8580909828223,5.879169956859454,2.9478224694623103,1,156,297.5718568682193,9.82619805103042,1.4377776294752445,1,160,1,1,1
51,./learn_dataset_fixed_angle\sample_00051.npz,52,81,295.7601054909198,5.879089058052096,2.9500442272102276,1,155,292.1692317818562,9.819651379793804,1.5328301935238962,1,146,1,1,1
52,./learn_dataset_fixed_angle\sample_00052.npz,53,221,295.6621213480009,5.8790080787998535,2.9522674991506577,1,155,278.4343010478414,9.801234940270865,1.7919268620081859,1,110,1,1,1
53,./learn_dataset_fixed_angle\sample_00053.npz,54,39,295.56413855540734,5.878927018997145,2.954492286825375,1,155,296.2945493929985,9.824682924352127,1.4599229218017546,1,157,1,1,1
54,./learn_dataset_fixed_angle\sample_00054.npz,55,97,295.4661571144824,5.878845878538216,2.9567185917782424,1,155,290.59824500502407,9.817678010927683,1.5611645900156557,1,142,1,1,1
55,./learn_dataset_fixed_angle\sample_00055.npz,56,57,295.36817702657135,5.87876465731714,2.958946415555204,1,154,294.52629763740964,9.822552428108008,1.4909116821695212,1,152,1,1,1
56,./learn_dataset_fixed_angle\sample_00056.npz,57,76,295.2701982930211,5.878683355227817,2.9611757597043007,1,154,292.6602296178966,9.820261549553061,1.524039886586107,1,147,1,1,1
57,./learn_dataset_fixed_angle\sample_00057.npz,58,25,295.1722209151803,5.878601972163977,2.963406625775668,1,154,297.67011942753004,9.826313792009993,1.4360822372723632,1,160,1,1,1
58,./learn_dataset_fixed_angle\sample_00058.npz,59,169,295.07424489439944,5.878520508019177,2.9656390153215373,1,153,283.5328199697524,9.808388320959388,1.6926710278476658,1,123,1,1,1
59,./learn_dataset_fixed_angle\sample_00059.npz,60,239,294.9762702320307,5.878438962686801,2.967872929896247,1,153,276.67030921296924,9.798666173149737,1.8271640954531745,1,105,1,1,1
60,./learn_dataset_fixed_angle\sample_00060.npz,61,41,294.87829692942813,5.878357336060057,2.970108371056238,1,153,296.09805808211576,9.824448086023104,1.463347323875002,1,156,1,1,1
61,./learn_dataset_fixed_angle\sample_00061.npz,62,222,294.7803249879476,5.878275628031984,2.972345340360059,1,153,278.33628940546004,9.801093511116147,1.7938723926932443,1,110,1,1,1
62,./learn_dataset_fixed_angle\sample_00062.npz,63,173,294.68235440894654,5.878193838495442,2.9745838393683766,1,152,283.1404951609713,9.80785174660805,1.7001752305119122,1,122,1,1,1
63,./learn_dataset_fixed_angle\sample_00063.npz,64,281,294.5843851937845,5.87811196734312,2.9768238696439693,1,152,272.5561593506923,9.792477287463731,1.9112161320011383,1,94,1,1,1
64,./learn_dataset_fixed_angle\sample_00064.npz,65,83,294.4864173438225,5.87803001446753,2.9790654327517405,1,152,291.9728412027393,9.819406449551314,1.5363548338708128,1,145,1,1,1
65,./learn_dataset_fixed_angle\sample_00065.npz,66,153,294.3884508604235,5.87794797976101,2.9813085302587106,1,152,285.1023325053655,9.81051251114321,1.6628670760659394,1,127,1,1,1
66,./learn_dataset_fixed_angle\sample_00066.npz,67,197,294.2904857449523,5.8778658631157255,2.983553163734033,1,151,280.78700112362753,9.804584930866808,1.7456545140621638,1,116,1,1,1
67,./learn_dataset_fixed_angle\sample_00067.npz,68,96,294.1925219987755,5.8777836644236565,2.9857993347489913,1,151,290.69642240660613,9.817802284501532,1.559384456368032,1,142,1,1,1
68,./learn_dataset_fixed_angle\sample_00068.npz,69,105,294.0945596232613,5.877701383576621,2.9880470448769985,1,151,289.8128706596724,9.816679271435419,1.5754503516973113,1,140,1,1,1
69,./learn_dataset_fixed_angle\sample_00069.npz,70,233,293.99659861977995,5.877619020466249,2.990296295693612,1,151,277.2582550619548,9.799527878413835,1.815366926931591,1,107,1,1,1
70,./learn_dataset_fixed_angle\sample_00070.npz,71,149,293.8986389897034,5.877536574983998,2.9925470887765298,1,150,285.49476352465734,9.811038091975673,1.6554688518947847,1,128,1,1,1
71,./learn_dataset_fixed_angle\sample_00071.npz,72,259,293.8006807344054,5.877454047021152,2.9947994257055885,1,150,274.7108661847944,9.79575375875303,1.866864569148507,1,100,1,1,1
72,./learn_dataset_fixed_angle\sample_00072.npz,73,135,293.7027238552615,5.877371436468807,2.9970533080627835,1,150,286.8684367440936,9.812860668638754,1.6297392876378773,1,132,1,1,1
73,./learn_dataset_fixed_angle\sample_00073.npz,74,300,293.6047683536492,5.877288743217895,2.999308737432256,1,150,270.6958625468812,9.789584425366135,1.9501069796424877,1,90,1,1,1
74,./learn_dataset_fixed_angle\sample_00074.npz,75,90,293.5068142309476,5.877205967159159,3.0015657154003046,1,149,291.2855128563726,9.81854528896606,1.5487295898150304,1,144,1,1,1
75,./learn_dataset_fixed_angle\sample_00075.npz,76,71,293.4088614885378,5.877123108183167,3.003824243555392,1,149,293.15125788575426,9.820868655873182,1.5152798740730262,1,148,1,1,1
76,./learn_dataset_fixed_angle\sample_00076.npz,77,206,293.3109101278028,5.87704016618031,3.0060843234881354,1,149,279.9046444773648,9.803338580263896,1.7629126023515886,1,114,1,1,1
77,./learn_dataset_fixed_angle\sample_00077.npz,78,190,293.21296015012706,5.876957141040797,3.00834595679133,1,149,281.4733557550341,9.805546221582778,1.732308710315448,1,118,1,1,1
78,./learn_dataset_fixed_angle\sample_00078.npz,79,55,293.1150115568973,5.876874032654659,3.0106091450599335,1,148,294.7227510729363,9.822791045010169,1.4874496030965891,1,153,1,1,1
79,./learn_dataset_fixed_angle\sample_00079.npz,80,299,293.01706434950165,5.87679084091175,3.0128738898910834,1,148,270.7937591599925,9.78973816909021,1.9480463219338215,1,90,1,1,1
80,./learn_dataset_fixed_angle\sample_00080.npz,81,63,292.91911852933055,5.876707565701734,3.015140192884091,1,148,293.93696603183474,9.821833704602247,1.5013264776516706,1,151,1,1,1
81,./learn_dataset_fixed_angle\sample_00081.npz,82,139,292.82117409777595,5.876624206914107,3.0174080556404532,1,148,286.4759326714899,9.812342606886471,1.637064653398541,1,131,1,1,1
82,./learn_dataset_fixed_angle\sample_00082.npz,83,250,292.72323105623167,5.8765407644381735,3.0196774797638515,1,147,275.592543440493,9.797072033565358,1.848927215109635,1,102,1,1,1
83,./learn_dataset_fixed_angle\sample_00083.npz,84,287,292.62528940609354,5.8764572381630655,3.0219484668601555,1,147,271.9686378978282,9.791570162587725,1.9234380436564547,1,93,1,1,1
84,./learn_dataset_fixed_angle\sample_00084.npz,85,151,292.5273491487591,5.876373627977725,3.0242210185374296,1,147,285.29854538710845,9.810775572662545,1.6591653425709845,1,128,1,1,1
85,./learn_dataset_fixed_angle\sample_00085.npz,86,267,292.42941028562774,5.876289933770917,3.026495136405934,1,147,273.9272531165893,9.79457125742088,1.8829090084249904,1,98,1,1,1
86,./learn_dataset_fixed_angle\sample_00086.npz,87,119,292.3314728181008,5.876206155431227,3.0287708220781284,1,146,288.43865899008756,9.814911807980947,1.6006431558927654,1,136,1,1,1
87,./learn_dataset_fixed_angle\sample_00087.npz,88,31,292.23353674758135,5.8761222928470485,3.031048077168681,1,146,297.0805614643947,9.825617622409954,1.4462718830664163,1,159,1,1,1
88,./learn_dataset_fixed_angle\sample_00088.npz,89,160,292.13560207547454,5.8760383459066,3.0333269032944603,1,146,284.4156289657796,9.809587504544934,1.6758645914833148,1,126,1,1,1
89,./learn_dataset_fixed_angle\sample_00089.npz,90,247,292.0376688031871,5.875954314497913,3.0356073020745575,1,146,275.886462154271,9.797508652267716,1.842974406869954,1,103,1,1,1
90,./learn_dataset_fixed_angle\sample_00090.npz,91,203,291.9397369321278,5.875870198508839,3.037889275130268,1,145,280.19875088943564,9.80375533895205,1.7571474485219911,1,114,1,1,1
91,./learn_dataset_fixed_angle\sample_00091.npz,92,48,291.8418064637073,5.875785997827039,3.040172824085113,1,145,295.410375579464,9.823622458444678,1.4753696173040158,1,154,1,1,1
92,./learn_dataset_fixed_angle\sample_00092.npz,93,193,291.74387739933803,5.875701712339994,3.0424579505648386,1,145,281.17919553195964,9.805135101777584,1.738020112550079,1,117,1,1,1
93,./learn_dataset_fixed_angle\sample_00093.npz,94,145,291.64594974043445,5.875617341935,3.044744656197409,1,144,285.88721552388455,9.811561509876805,1.6480915546313517,1,129,1,1,1
94,./learn_dataset_fixed_angle\sample_00094.npz,95,59,291.54802348841264,5.875532886499167,3.047032942613031,1,144,294.3298489789984,9.822313333250424,1.4943785144352322,1,152,1,1,1
95,./learn_dataset_fixed_angle\sample_00095.npz,96,8,291.4500986446908,5.875448345919418,3.0493228114441355,1,144,299.340759002178,9.828263981847504,1.407435588944822,1,165,1,1,1
96,./learn_dataset_fixed_angle\sample_00096.npz,97,28,291.352175210689,5.875363720082494,3.0516142643253974,1,144,297.37533522469545,9.82596622477836,1.4411718688813009,1,160,1,1,1
97,./learn_dataset_fixed_angle\sample_00097.npz,98,256,291.25425318782897,5.875279008874944,3.0539073028937334,1,143,275.0047454136019,9.796194592745211,1.8608722528213892,1,101,1,1,1
98,./learn_dataset_fixed_angle\sample_00098.npz,99,154,291.1563325775347,5.8751942121831355,3.056201928788301,1,143,285.0042280388135,9.81038077659404,1.66471991234765,1,127,1,1,1
99,./learn_dataset_fixed_angle\sample_00099.npz,100,61,291.0584133812318,5.875109329893246,3.058498143650517,1,143,294.13340510727437,9.822073759171772,1.4978501096637116,1,151,1,1,1
100,./learn_dataset_fixed_angle\sample_00100.npz,101,85,290.96049560034777,5.875024361891267,3.060795949124043,1,143,291.7764555271724,9.819161024571395,1.5398843565311773,1,145,1,1,1
101,./learn_dataset_fixed_angle\sample_00101.npz,102,116,290.86257923631223,5.874939308063002,3.0630953468548014,1,142,288.7331120602554,9.815292675571534,1.5952239121889402,1,137,1,1,1
102,./learn_dataset_fixed_angle\sample_00102.npz,103,286,290.7646642905565,5.874854168294064,3.065396338490978,1,142,272.0665543575689,9.79172175826796,1.9213972699044228,1,93,1,1,1
103,./learn_dataset_fixed_angle\sample_00103.npz,104,204,290.66675076451384,5.874768942469884,3.0676989256830187,1,142,280.10071402979327,9.80361656524702,1.75906777878429,1,114,1,1,1
104,./learn_dataset_fixed_angle\sample_00104.npz,105,133,290.56883865961953,5.874683630475695,3.070003110083645,1,142,287.0646965406927,9.813118902974116,1.6260843425340068,1,132,1,1,1
105,./learn_dataset_fixed_angle\sample_00105.npz,106,136,290.4709279773106,5.874598232196548,3.072308893347847,1,141,286.7703087838767,9.812731352605823,1.6315686925940158,1,132,1,1,1
106,./learn_dataset_fixed_angle\sample_00106.npz,107,165,290.37301871902633,5.874512747517302,3.074616277132891,1,141,283.9251661970104,9.808922672488778,1.6851882017708144,1,124,1,1,1
107,./learn_dataset_fixed_angle\sample_00107.npz,108,172,290.2751108862074,5.874427176322623,3.076925263098327,1,141,283.2385743503169,9.807986099252485,1.6982971707971803,1,122,1,1,1
108,./learn_dataset_fixed_angle\sample_00108.npz,109,38,290.17720448029684,5.874341518496996,3.0792358529059873,1,141,296.3927968085594,9.824800168409173,1.4582124712789357,1,157,1,1,1
109,./learn_dataset_fixed_angle\sample_00109.npz,110,218,290.07929950273945,5.874255773924702,3.081548048219996,1,140,278.7283444502909,9.801658332912144,1.7860987416074263,1,111,1,1,1
110,./learn_dataset_fixed_angle\sample_00110.npz,111,268,289.9813959549819,5.874169942489841,3.083861850706767,1,140,273.82930814651667,9.794422730546264,1.8849212331648075,1,98,1,1,1
111,./learn_dataset_fixed_angle\sample_00111.npz,112,217,289.883493838473,5.874084024076319,3.0861772620350085,1,140,278.8263617379103,9.801799166209939,1.7841588535852086,1,111,1,1,1
112,./learn_dataset_fixed_angle\sample_00112.npz,113,179,289.7855931546632,5.873998018567846,3.0884942838757357,1,140,282.55204830260925,9.807042690528643,1.7114718158512492,1,121,1,1,1
113,./learn_dataset_fixed_angle\sample_00113.npz,114,189,289.68769390500523,5.873911925847948,3.0908129179022605,1,139,281.5714119011374,9.805682975263892,1.7304076443609804,1,118,1,1,1
114,./learn_dataset_fixed_angle\sample_00114.npz,115,214,289.5897960909534,5.87382574579995,3.09313316579021,1,139,279.1204220403803,9.802220776250415,1.7783476244660537,1,112,1,1,1
115,./learn_dataset_fixed_angle\sample_00115.npz,116,21,289.49189971396436,5.873739478306988,3.095455029217519,1,139,298.0631812217,9.826775611783475,1.4293121578813106,1,161,1,1,1
116,./learn_dataset_fixed_angle\sample_00116.npz,117,263,289.39400477549634,5.873653123252007,3.0977785098644386,1,139,274.3190478257024,9.795163774800187,1.8748749531125477,1,99,1,1,1
117,./learn_dataset_fixed_angle\sample_00117.npz,118,108,289.29611127700974,5.87356668051775,3.100103609413544,1,138,289.5183759280229,9.816302647078087,1.580828081963288,1,139,1,1,1
118,./learn_dataset_fixed_angle\sample_00118.npz,119,243,289.19821921996686,5.873480149986778,3.102430329549728,1,138,276.2783741084343,9.798088644236595,1.8350576728464298,1,104,1,1,1
119,./learn_dataset_fixed_angle\sample_00119.npz,120,157,289.1003286058319,5.873393531541447,3.10475867196022,1,138,284.70992255276246,9.80998475556257,1.6702863160674195,1,126,1,1,1
120,./learn_dataset_fixed_angle\sample_00120.npz,121,34,289.0024394360712,5.873306825063922,3.1070886383345755,1,138,296.785798177743,9.825267980827126,1.4513823115489322,1,158,1,1,1
121,./learn_dataset_fixed_angle\sample_00121.npz,122,9,288.90455171215285,5.873220030436176,3.1094202303646843,1,137,299.24247693133407,9.828150168249206,1.4091115869487865,1,164,1,1,1
122,./learn_dataset_fixed_angle\sample_00122.npz,123,89,288.806665435547,5.873133147539979,3.111753449744785,1,137,291.38369892634694,9.818668685111225,1.5469580893186745,1,144,1,1,1
123,./learn_dataset_fixed_angle\sample_00123.npz,124,132,288.7087806077259,5.873046176256912,3.1140882981714526,1,137,287.16282837442594,9.813247821635414,1.624258799673054,1,133,1,1,1
124,./learn_dataset_fixed_angle\sample_00124.npz,125,227,288.6108972301635,5.872959116468354,3.116424777343614,1,137,277.8462524490838,9.800384118907626,1.8036212944454728,1,108,1,1,1
125,./learn_dataset_fixed_angle\sample_00125.npz,126,212,288.5130153043359,5.8728719680554935,3.1187628889625474,1,136,279.3164692602282,9.802501110126496,1.7744804856161986,1,112,1,1,1
126,./learn_dataset_fixed_angle\sample_00126.npz,127,113,288.41513483172133,5.872784730899315,3.1211026347318853,1,136,289.027576538987,9.815672379681448,1.5898160377480055,1,138,1,1,1
127,./learn_dataset_fixed_angle\sample_00127.npz,128,211,288.31725581379965,5.872697404880609,3.1234440163576256,1,136,279.4144949711808,9.802641055835362,1.772549015803655,1,112,1,1,1
128,./learn_dataset_fixed_angle\sample_00128.npz,129,230,288.21937825205305,5.872609989879969,3.1257870355481256,1,136,277.55224733372273,9.79995667889344,1.809487689751736,1,108,1,1,1
129,./learn_dataset_fixed_angle\sample_00129.npz,130,174,288.1215021479654,5.872522485777789,3.128131694014117,1,135,283.0424173158504,9.807717254273689,1.70205463197793,1,122,1,1,1
130,./learn_dataset_fixed_angle\sample_00130.npz,131,251,288.02362750302274,5.872434892454263,3.130477993468698,1,135,275.4945734492787,9.796926183364237,1.850914399268385,1,102,1,1,1
131,./learn_dataset_fixed_angle\sample_00131.npz,132,80,287.92575431871325,5.872347209789386,3.1328259356273462,1,135,292.2674289071569,9.819773659800108,1.5310697010616539,1,146,1,1,1
132,./learn_dataset_fixed_angle\sample_00132.npz,133,223,287.82788259652676,5.872259437662957,3.1351755222079207,1,134,278.2382791781174,9.800951932477558,1.7958193378796268,1,109,1,1,1
133,./learn_dataset_fixed_angle\sample_00133.npz,134,67,287.7300123379555,5.872171575954571,3.1375267549306636,1,134,293.54410230832434,9.82135214889052,1.508293571227049,1,149,1,1,1
134,./learn_dataset_fixed_angle\sample_00134.npz,135,10,287.6321435444933,5.872083624543623,3.1398796355182115,1,134,299.144195999187,9.82803624245476,1.4107887165772361,1,164,1,1,1
135,./learn_dataset_fixed_angle\sample_00135.npz,136,175,287.5342762176363,5.871995583309311,3.1422341656955872,1,134,282.94434081635205,9.807582622057609,1.703935376629593,1,122,1,1,1
136,./learn_dataset_fixed_angle\sample_00136.npz,137,180,287.4364103588827,5.8719074521306265,3.144590347190212,1,133,282.453978552259,9.806907356015525,1.7133592980179737,1,120,1,1,1
137,./learn_dataset_fixed_angle\sample_00137.npz,138,60,287.33854596973237,5.871819230886363,3.146948181731915,1,133,294.23162644420125,9.822193606192997,1.4961137160674587,1,151,1,1,1
138,./learn_dataset_fixed_angle\sample_00138.npz,139,288,287.24068305168754,5.871730919455113,3.149307671052923,1,133,271.8707229548632,9.791418403084004,1.9254803367355542,1,93,1,1,1
139,./learn_dataset_fixed_angle\sample_00139.npz,140,292,287.14282160625226,5.871642517715264,3.1516688168878777,1,133,271.4790783835837,9.790809722156212,1.9336647362024701,1,92,1,1,1
140,./learn_dataset_fixed_angle\sample_00140.npz,141,5,287.0449616349327,5.871554025545002,3.1540316209738353,1,132,299.63561203568577,9.828604750924129,1.4024143732667456,1,165,1,1,1
141,./learn_dataset_fixed_angle\sample_00141.npz,142,146,286.94710313923713,5.871465442822311,3.1563960850502646,1,132,285.78910056193536,9.81143085753309,1.6499339218937512,1,129,1,1,1
142,./learn_dataset_fixed_angle\sample_00142.npz,143,49,286.84924612067573,5.871376769424965,3.158762210859063,1,132,295.31213994687045,9.823504040578618,1.477091787733525,1,154,1,1,1
143,./learn_dataset_fixed_angle\sample_00143.npz,144,68,286.75139058076076,5.8712880052305465,3.1611300001445493,1,132,293.44588939019064,9.821231457660145,1.5100383429774378,1,149,1,1,1
144,./learn_dataset_fixed_angle\sample_00144.npz,145,198,286.6535365210065,5.871199150116421,3.1634994546534787,1,131,280.68895596371436,9.80444702767629,1.7475665526026145,1,116,1,1,1
145,./learn_dataset_fixed_angle\sample_00145.npz,146,95,286.5556839429293,5.871110203959759,3.165870576135038,1,131,290.7946010502946,9.817926432224962,1.5576055598763323,1,142,1,1,1
